rank,id,name,category,brand,brandKey,modelKey,modelSlug,url,offers,stores,storeNames,minPrice,maxPrice,spreadPct,cheapestStore,priciestStore,inStock,hasImage,lastSeenAt,titles
128,5512,Grinder Galaxy Aluminio 38mm,Moledores,GALAXY,galaxy,metal-38mm,metal-38mm,/productos/galaxy/metal-38mm,2,2,Astro Growshop | Piranha,12591,13990,11,Piranha,Astro Growshop,true,true,2026-05-18T14:25:45.610Z,Grinder Galaxy Aluminio 38mm | Moledor 38MM-Galaxy
129,5527,Bong Bonglab KM8 Viper Rig Teal 21cm | de borosilicato,Bongs,BONGLAB,bonglab,km8-viper,km8-viper,/productos/bonglab/km8-viper,2,2,Fumetas | GrowBarato Chile,38700,47990,24,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:52:11.790Z,Bong Bonglab KM8 Viper Rig Teal 21cm | de borosilicato | BongLab Recycler KM8 Viper Rig Teal 21cm
130,5479,Papelillos OCB X-Pert 1 1/4,Papelillos,OCB,ocb,paper-ocb-x-pert-1-1-4,x-pert,/productos/ocb/x-pert,2,2,Fumetas | GrowBarato Chile,850,900,6,Fumetas,GrowBarato Chile,true,true,2026-05-18T07:08:04.835Z,Papelillos OCB X-Pert 1 1/4 | OCB X-Pert 1 1/4 papel de fumar ultrafino
131,5757,Storz &amp; Bickel Cápsulas Monodosis 40 unidades,Repuestos para bongs y vaporizadores,Storz & Bickel,storz-bickel,dosing-capsules-monodosis-40u,dosing-capsules-monodosis-40u,/productos/storz-bickel/dosing-capsules-monodosis-40u,2,2,Astro Growshop | Fumetas,20990,22990,10,Fumetas,Astro Growshop,true,true,2026-05-18T06:55:38.328Z,Storz &amp; Bickel Cápsulas Monodosis 40 unidades | Capsulas Monodosis 40 Unidades - Storz &amp; Bickel
132,5507,Moledor 55MM-Galaxy,Moledores,GALAXY,galaxy,metal-55mm,metal-55mm,/productos/galaxy/metal-55mm,2,2,Astro Growshop | Piranha,15290,15291,0,Astro Growshop,Piranha,true,true,2026-05-18T14:25:44.473Z,Moledor 55MM-Galaxy | Grinder Galaxy Aluminio 55mm
133,5775,Honey Waffle -Bonglab,Bongs,BONGLAB,bonglab,honey-waffle,honey-waffle,/productos/bonglab/honey-waffle,2,2,Astro Growshop | Fumetas,39990,39990,0,Astro Growshop,Astro Growshop,false,true,2026-05-18T06:55:44.933Z,Honey Waffle -Bonglab | Bonglab Bong Honey Waffle 23cm
134,5470,Papelillo Premium Negro 1 1/4 1U-Ocb,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,black,/productos/ocb/black,2,2,Astro Growshop | Piranha,890,990,11,Astro Growshop,Piranha,true,true,2026-05-09T05:51:36.775Z,Papelillo Premium Negro 1 1/4 1U-Ocb | Papelillo OCB Negro Premium 1 ¼
135,5755,Cargador Mighty Plus Usb-C Supercharger-Storz &amp; Bickel,Repuestos para bongs y vaporizadores,STORZ & BICKEL,storz-bickel,charger-mighty-plus-usb-c-supercharger,charger-mighty-plus-usb-c-supercharger,/productos/storz-bickel/charger-mighty-plus-usb-c-supercharger,2,2,Astro Growshop | Fumetas,41990,44990,7,Astro Growshop,Fumetas,true,true,2026-05-08T06:21:47.882Z,Cargador Mighty Plus Usb-C Supercharger-Storz &amp; Bickel | Storz &amp; Bickel Cargador Supercarga Tipo C Mighty+
136,5504,Moledor Calvo Lite Aluminio 63 mm – Grinder 4 Piezas Eficiente,Moledores,CALVO,calvo,lite-metal-63mm,lite-metal-63mm,/productos/calvo/lite-metal-63mm,2,2,Fumetas | GrowBarato Chile,16100,17990,12,GrowBarato Chile,Fumetas,true,true,2026-05-18T14:27:13.232Z,Moledor Calvo Lite Aluminio 63 mm – Grinder 4 Piezas Eficiente | Moledor Calvo Lite Aluminio 63mm
137,5533,Bong Water Splash K598 de Bonglab- GB The Green Brand,Bongs,BONGLAB,bonglab,water-splash,water-splash,/productos/bonglab/water-splash,3,2,Astro Growshop | GrowBarato Chile,45000,71990,60,GrowBarato Chile,Astro Growshop,true,true,2026-05-18T06:45:25.323Z,Bong Water Splash K598 de Bonglab- GB The Green Brand | Water Splash -Bonglab | Bong Water Splash Green 50Cm Bonglab
138,5424,Papelillo Slim Ultimate King Size- Ocb,Papelillos,OCB,ocb,paper-king-size-king-size-slim,ultimate-king-size-slim,/productos/ocb/ultimate-king-size-slim,2,2,Astro Growshop | Fumetas,1090,1690,55,Astro Growshop,Fumetas,true,true,2026-05-18T06:46:00.177Z,Papelillo Slim Ultimate King Size- Ocb | OCB Papelillos Ultimate Slim King Size
139,5506,Grinder Galaxy Lightning,Moledores,GALAXY,galaxy,lightning,lightning,/productos/galaxy/lightning,2,2,Astro Growshop | GrowBarato Chile,20200,21990,9,GrowBarato Chile,Astro Growshop,true,true,2026-05-18T14:27:14.037Z,Grinder Galaxy Lightning | Lightning Grinder 63Mm-Galaxy
140,5536,Bong Beaker Tree Perc 35cm,Bongs,CALVO,calvo,beaker-tree-perc,beaker-tree-perc,/productos/calvo/beaker-tree-perc,2,2,Fumetas | Piranha,52191,52191,0,Piranha,Piranha,true,true,2026-05-09T05:58:13.993Z,Bong Beaker Tree Perc 35cm | Calvo Glass Bong Beaker Tree Perc M 35cm
141,5425,OCB Papelillos X-pert Slim King Size,Papelillos,OCB,ocb,paper-king-size-king-size-slim,x-pert-king-size-slim,/productos/ocb/x-pert-king-size-slim,2,2,Fumetas | Piranha,1690,1990,18,Fumetas,Piranha,true,true,2026-05-18T06:50:00.098Z,OCB Papelillos X-pert Slim King Size | Papelillo OCB Xpert King Size Slim| PIRANHA
142,5792,"Moledor Cerámico Galaxy Pocket Grinder 5,5cm 4 Partes | PIRANHA",Moledores,GALAXY,galaxy,pocket-ceramic,pocket-ceramic,/productos/galaxy/pocket-ceramic,2,2,Astro Growshop | Piranha,24592,26990,10,Piranha,Astro Growshop,true,true,2026-05-18T15:36:13.526Z,"Moledor Cerámico Galaxy Pocket Grinder 5,5cm 4 Partes | PIRANHA | Ceramics Pocket Grinder -Galaxy"
143,5790,The Trash Big Logo-Bonglab,Bongs,BONGLAB,bonglab,trash-big-logo,trash-big-logo,/productos/bonglab/trash-big-logo,2,2,Astro Growshop | Fumetas,53990,59990,11,Astro Growshop,Fumetas,true,true,2026-05-18T06:55:46.184Z,The Trash Big Logo-Bonglab | Bonglab Bong The Trash Big Logo 45cm
144,5474,OCB Premium 1.1/4 + Tips,Papelillos,OCB,ocb,paper-ocb-premium-1-1-4,premium-con-tips,/productos/ocb/premium-con-tips,2,2,Fumetas | GrowBarato Chile,1800,1890,5,GrowBarato Chile,Fumetas,true,true,2026-05-18T07:08:01.001Z,OCB Premium 1.1/4 + Tips | OCB Papelillos Premium 1 1/4 + Tips
145,5500,Moledor SLX 50mm,Moledores,SLX,slx,50mm,50mm,/productos/slx/50mm,2,2,Astro Growshop | Fumetas,43491,49990,15,Fumetas,Astro Growshop,true,true,2026-05-18T14:22:30.713Z,Moledor SLX 50mm | Moledor 5Cm -Slx
146,5538,Hemper Bong Gummy Bear 17cm | PIRANHA,Bongs,HEMPER,hemper,gummy-bear,gummy-bear,/productos/hemper/gummy-bear,2,2,Fumetas | Piranha,54591,61990,14,Piranha,Fumetas,true,true,2026-05-18T06:49:44.778Z,Hemper Bong Gummy Bear 17cm | PIRANHA | Hemper Bong Gummy Bear 16cm
147,5471,Papelillos OCB Cañamo Orgánico 1 1/4 + Tips,Papelillos,OCB,ocb,paper-1-1-4-1-1-4,organic-con-tips,/productos/ocb/organic-con-tips,2,2,Fumetas | Piranha,1890,1990,5,Fumetas,Piranha,true,true,2026-05-18T06:55:39.139Z,Papelillos OCB Cañamo Orgánico 1 1/4 + Tips | Papelillo OCB Orgánico 1 ¼ + Boquilla
148,5793,Moledor SLX 60mm,Moledores,SLX,slx,60mm,60mm,/productos/slx/60mm,2,2,Astro Growshop | Fumetas,52191,55990,7,Fumetas,Astro Growshop,true,true,2026-05-18T14:22:15.707Z,Moledor SLX 60mm | Moledor 6CM -Slx
149,5776,Jelly Fish-Bonglab,Bongs,BONGLAB,bonglab,jelly-fish,jelly-fish,/productos/bonglab/jelly-fish,2,2,Astro Growshop | Piranha,60990,61191,0,Astro Growshop,Piranha,true,true,2026-05-14T13:46:40.323Z,Jelly Fish-Bonglab | Bong Jelly Fish
150,5480,Papelillos RAW Supernatural Super King Size 30cm | PIRANHA,Papelillos,RAW,raw,paper-king-size-30cm-king-size,super-king-30cm,/productos/raw/super-king-30cm,2,2,GrowBarato Chile | Piranha,4490,4500,0,Piranha,GrowBarato Chile,true,true,2026-05-09T06:52:07.839Z,Papelillos RAW Supernatural Super King Size 30cm | PIRANHA | Papelillos Largos RAW Super King Size 30cm
151,5815,Moledor SLX 90mm,Moledores,SLX,slx,90mm,90mm,/productos/slx/90mm,2,2,Astro Growshop | Fumetas,108741,119990,10,Fumetas,Astro Growshop,false,true,2026-05-18T14:22:31.019Z,Moledor SLX 90mm | Moledor 9CM-Slx
152,5774,Bong Heavy Trash,Bongs,BONGLAB,bonglab,heavy-trash,heavy-trash,/productos/bonglab/heavy-trash,2,2,Astro Growshop | Piranha,65691,66990,2,Piranha,Astro Growshop,true,true,2026-05-14T13:46:40.300Z,Bong Heavy Trash | Heavy Trash -Bonglab
153,5518,Bong The Trash,Bongs,BONGLAB,bonglab,the-trash,the-trash,/productos/bonglab/the-trash,2,2,GrowBarato Chile | Piranha,65691,66600,1,Piranha,GrowBarato Chile,true,true,2026-05-09T06:05:18.248Z,Bong The Trash | Bong Trash Clear Black de Bonglab - GB The Green Brand
154,5531,Bong Pyrex 28cm Bonglab Space Oddity Clear K306 | Doble Percolación,Bongs,BONGLAB,bonglab,space-oddity,space-oddity,/productos/bonglab/space-oddity,2,2,Fumetas | GrowBarato Chile,69300,89990,30,GrowBarato Chile,Fumetas,true,true,2026-05-09T06:52:10.793Z,Bong Pyrex 28cm Bonglab Space Oddity Clear K306 | Doble Percolación | BongLab Bong K306 Space Oddity Clear 28cm
155,5526,Bonglab Bong Glycerin The Yeti 35cm,Bongs,BONGLAB,bonglab,glycerin-yeti,glycerin-yeti,/productos/bonglab/glycerin-yeti,2,2,Fumetas | GrowBarato Chile,104990,105300,0,Fumetas,GrowBarato Chile,true,true,2026-05-18T06:49:14.296Z,Bonglab Bong Glycerin The Yeti 35cm | Glycerin The Yeti Bonglab - Bong de Glicerina en GB The Green Brand
