offerId,tienda,titulo,productId,modelSlug,congelado,lastSeenAt,estadoVida,veredicto,motivo
of36700,fumetas,"Zengaz Encendedor Soplete Zombie - 4",10237,zengaz/torch-lighter-zl-3,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of19837,fumetas,"Zengaz Encendedor Soplete ZL-3 Animals",10237,zengaz/torch-lighter-zl-3,no,2026-06-13,FANTASMA,FANTASMA,"lastSeenAt 2026-06-13 >14 días del último scrape de fumetas"
of37794,fumetas,"Juicy Jays Papelillos de Sabores 1 1/4 - Milk Chocolate",10731,juicy-jays/flavored-1-1-4,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of37800,fumetas,"Juicy Jays Papelillos de Sabores 1 1/4 - Mango",10731,juicy-jays/flavored-1-1-4,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of37101,fumetas,"Raw Traje Spacesuite - XL",10587,raw/spacesuit,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of13415,fumetas,"LRC Papelillos Flavour 1 1/4 - Sabores",10646,lion-rolling-circus/flavored-1-1-4,no,2026-06-13,FANTASMA,FANTASMA,"lastSeenAt 2026-06-13 >14 días del último scrape de fumetas"
of36538,fumetas,"Soulblime bandejas pequeñas - Photography - Combi",10500,soulblime/metalica-mix,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of36539,fumetas,"Soulblime bandejas pequeñas - Photography - Dientes",10500,soulblime/metalica-mix,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of36542,fumetas,"Soulblime bandejas pequeñas - Photography - Skate",10500,soulblime/metalica-mix,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of33628,fumetas,"Soulblime Tarjeta Moledor - Lengua",6003,soulblime/tarjeta,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of33630,fumetas,"Soulblime Tarjeta Moledor - Fungi",6003,soulblime/tarjeta,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of36148,fumetas,"Soulblime Cenicero Metálico - Diseños - Monstruos",10533,soulblime/cenicero-metalico,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of36149,fumetas,"Soulblime Cenicero Metálico - Diseños - Gato",10533,soulblime/cenicero-metalico,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of36150,fumetas,"Soulblime Cenicero Metálico - Diseños - Banana",10533,soulblime/cenicero-metalico,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of36153,fumetas,"Soulblime Contenedor con Tapa-Bandeja - Ovni",10546,soulblime/contenedor-tapa-bandeja,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of37492,fumetas,"Soulblime Bolsa Hermética Diseños - Astronauta",10527,soulblime/bolsa-hermetica,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of37489,fumetas,"Soulblime Bolsa Hermética Diseños - Alien",10527,soulblime/bolsa-hermetica,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of37490,fumetas,"Soulblime Bolsa Hermética Diseños - Pulpo",10527,soulblime/bolsa-hermetica,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of37491,fumetas,"Soulblime Bolsa Hermética Diseños - Ojo",10527,soulblime/bolsa-hermetica,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of37493,fumetas,"Soulblime Bolsa Hermética Diseños - Manos",10527,soulblime/bolsa-hermetica,no,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of13433,fumetas,"Vaporizador DynaVap M7 XL Starter Kit",10189,dynavap/m7-xl,no,2026-07-21,VIVA,VINCULAR,"ratio 1.02, variante de color/diseño en misma ficha"
of35949,fumetas,"Special Blue Encendedor Soplete Bernie Anime - Reality",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35951,fumetas,"Special Blue Encendedor Soplete Bernie Anime - Fire",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35805,fumetas,"Special Blue Encendedor Soplete Bernie Skull &amp; Roses - Catrina Rose",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35806,fumetas,"Special Blue Encendedor Soplete Bernie Skull &amp; Roses - Skull Gamer",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35807,fumetas,"Special Blue Encendedor Soplete Bernie Skull &amp; Roses - Speed Skull",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35809,fumetas,"Special Blue Encendedor Soplete Bernie Wild &amp; Free - Camouflage",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35810,fumetas,"Special Blue Encendedor Soplete Bernie Wild &amp; Free - Flag",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35811,fumetas,"Special Blue Encendedor Soplete Bernie Wild &amp; Free - Freedom",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35954,fumetas,"Special Blue Encendedor Soplete Bernie Psychedelic - Acid",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35955,fumetas,"Special Blue Encendedor Soplete Bernie Psychedelic - Rainbow",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of35953,fumetas,"Special Blue Encendedor Soplete Bernie Psychedelic - Trippy",10483,special-blue/bernie-wild-free,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of37574,fumetas,"PAX Vaporizador Plus Kit - Complete Onyx",10864,pax/plus-complete-kit,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of36035,fumetas,"Cenicero bulldog metálico - Green",10335,the-bulldog/cenicero-metalico,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of31752,astrogrowshop,"Filtro De Carbón Activado-Kasvi - 250X600 MM",10725,kasvi/carbon-activado-125x400,no,2026-07-27,VIVA,NO-VINCULAR,"ratio 2.69 — posible modelo distinto (tamaño/versión)"
of33548,fumetas,"Moledor plástico Bulldog 3 partes 60mm - Transparente",10096,the-bulldog/plastic-3-partes-63mm,no,2026-07-28,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of33599,fumetas,"PieceMaker Pipa Kuban 11 cm - Maduro",6011,piecemaker/kuban,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of33880,fumetas,"American Helix Pipa Classic Mini 12cm - Azul",5486,american-helix/classic-mini,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of33845,fumetas,"Bonglab Bong Jelly Drop 20cm - Ámbar",5341,bonglab/jelly-drop,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of34380,fumetas,"Bonglab Bong Pyrex K41 Big Blow 46cm - Morado",5519,bonglab/big-blow,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of34779,fumetas,"Calvo Glass Quemador Perlas - Macho 18mm - Azul Oscuro",5748,calvo/bowl-perlas-18mm,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of20229,fumetas,"LRC Blunt Hemp Wraps Terpenes x2 - Sabores",10733,lion-rolling-circus/terpenes-gelato,no,2026-06-12,FANTASMA,FANTASMA,"lastSeenAt 2026-06-12 >14 días del último scrape de fumetas"
of33946,fumetas,"BongLab Bong R3 Mini 10.5cm - Verde",5529,bonglab/r3-mini,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of34419,fumetas,"BongLab Bong X5 Pocket Bell 17cm - Azul",5528,bonglab/pocket-bell,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of37073,fumetas,"Ozeta Muslera Con Clave - Anti Olor - Sand",5782,ozeta/bag-legbag,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of37483,fumetas,"Bonglab Bong KS10 Little Buchner 25cm - Negro",5777,bonglab/little-buchner,si,2026-07-10,FANTASMA,FANTASMA,"lastSeenAt 2026-07-10 >14 días del último scrape de fumetas"
of34674,fumetas,"Bonglab Bong KS11 Classic Ice 26cm - Azul",5773,bonglab/classic-ice,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of34680,fumetas,"Bonglab Bong X2 Color Cube 23cm - Azul",5535,bonglab/color-cube,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of33624,fumetas,"Blazy Susan Moledor Contenedor Mini Herb Saver Rosado - Checkers",5510,blazy-susan/herb-saver-mini,no,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of34301,fumetas,"Ozeta Estuche pequeño - Anti-olor - Cian",5765,ozeta/case-antiolor-small,si,2026-07-21,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of33558,fumetas,"Moledor Galaxy Cerámico 60mm - Rosado",10082,galaxy/ceramic-60mm,si,2026-07-28,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of33550,fumetas,"Moledor Galaxy Aluminio 63mm - Negro",5499,galaxy/aluminio-63mm,no,2026-07-28,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
of11378,growbarato,"Papelillo King Size Slim Blazy Susan Deluxe Kit Rosado – Papeles de Enrolar Premium",10181,blazy-susan/pink-king-size-slim-con-tips,si,2026-07-27,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of11336,growbarato,"Blazy Susan papelillos king size purple – Papeles de enrolar ultra finos",10066,blazy-susan/purple-king-size-slim,si,2026-07-27,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of11480,growbarato,"Blazy Susan Papelillo en Rollo Purple + 50 Boquillas – Papeles Personalizables",10172,blazy-susan/purple-rolls-con-tips,si,2026-07-27,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of11379,growbarato,"Papelillo King Size Slim Blazy Susan Deluxe Kit Purple – Papeles de enrolar premium",10182,blazy-susan/purple-king-size-slim-con-tips,si,2026-07-27,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha [FROZEN-OK]"
of11380,growbarato,"Papelillo King Size Slim Blazy Susan Deluxe Kit Unbleached – Kit de enrolar natural",10282,blazy-susan/unbleached-king-size-slim-con-tips,no,2026-07-27,VIVA,VINCULAR,"ratio 1.00, variante de color/diseño en misma ficha"
