dist;sim;promiscuidad;fgOfferId;fgTitle;fgPrice;fgCategoria;fgBrandKey;fgSku;fgEan;otherStore;otherOfferId;otherTitle;otherPrice;otherCategoria;otherBrandKey;otherSku;otherEan;priceRatio;mismaCategoria;skuCompartido;eanCompartido;textScore;inStock;fgUrl;otherUrl;fgImage;otherImage
131;0.5171;2;88842;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Fresa";1990;"Filtros y boquillas";"honeypuff";"";"";fumetas;33636;"Pulsar Moledor Contenedor de Aluminio 50 mm - Negro";33990;"Moledores";"pulsar";"PLSR-MCA50MM";"810008096376";17.08;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Fresa";"https://fumetas.cl/pulsar-moledor-y-contenedor-de-aluminio-50-mm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/75773205/ARTP1312_20_2818_29.jpg?1778214601";"https://cdnx.jumpseller.com/fumetas-store/image/61498624/Pulsar-Moledor-4-pisos-con-contenedor-Negro.webp?1745942589"
132;0.7928;1;88835;"Vaporizador Extracciones E-rig Yocan Phaser Max - Rojo";249990;"Accesorios de extraccion";"yocan";"";"";astrogrowshop;78535;"Burbujeador de Agua AERIS (Bubbler) - Focus V - GREEN";109990;"Vaporizadores herbales";"focus-v";"VPFVBABBGRN";"";2.27;0;0;0;0;1;"https://www.friendlygrow.cl/yocan-phaser-max?variant=Rojo";"https://astrogrowshop.cl/burbujeador-de-agua-aeris-bubbler-focus-v?variant=GREEN";"https://cdnx.jumpseller.com/friendly-grow/image/73165135/YXK-191C1_E7_BA_A2.png?1774537189";"https://cdnx.jumpseller.com/astrogrowshop/image/78881420/green.webp?1784303712"
132;0.7661;16;87636;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 5";6290;"Pipas";"cookies";"";"";fumetas;34950;"Bonglab Bong Fresh K30 42cm - Turquesa";64990;"Bongs";"bonglab";"BLAB-K30T";"";10.33;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%205";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Turquesa";"https://cdnx.jumpseller.com/friendly-grow/image/75851218/YD312-C_20_2819_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/25758148/Bong-K30-Teal.jpg?1729048665"
132;0.6716;21;87480;"Moledor Unico Oso 14cm - 4 Pisos- - Verde";7990;"Moledores";"";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";7.76;0;0;0;0;1;"https://www.friendlygrow.cl/moledor-unico-oso-cromado?variant=Verde";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/76691973/PHBGZ-044_20_284_29.jpg?1778936629";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
132;0.6716;18;87480;"Moledor Unico Oso 14cm - 4 Pisos- - Verde";7990;"Moledores";"";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";7.76;0;0;0;0;1;"https://www.friendlygrow.cl/moledor-unico-oso-cromado?variant=Verde";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/76691973/PHBGZ-044_20_284_29.jpg?1778936629";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
132;0.6027;9;87973;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Negro";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";astrogrowshop;32122;"Contenedor de Pyrex para Extractos 3 cm - Transparente";2990;"Contenedores y estuches";"";"BTCPCIT";"";20.06;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Negro";"https://astrogrowshop.cl/contenedor-de-pyrex-para-extractos-3-cm?variant=Transparente";"https://cdnx.jumpseller.com/friendly-grow/image/70293130/airis_20350mAh_20V2.0_20Battery_20_2810_29.jpg?1781578046";"https://cdnx.jumpseller.com/astrogrowshop/image/74244979/CONTENEDOR-PARA-EXTRACTOS-PYREX-BASE-TRANSPARENTE.webp?1772801271"
132;0.5952;3;87568;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;8;"Encendedor Clipper Space Area 3";990;"Encendedores y sopletes";"clipper";"CLIPP-SPAREA3";"8412765508905";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=12cms";"https://fumetas.cl/encendedor-clipper-space-area-3";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/76563322/Area3.jpg?1778621075"
132;0.5952;3;87569;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;8;"Encendedor Clipper Space Area 3";990;"Encendedores y sopletes";"clipper";"CLIPP-SPAREA3";"8412765508905";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=13.5cms";"https://fumetas.cl/encendedor-clipper-space-area-3";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/76563322/Area3.jpg?1778621075"
132;0.5952;3;87567;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;8;"Encendedor Clipper Space Area 3";990;"Encendedores y sopletes";"clipper";"CLIPP-SPAREA3";"8412765508905";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=10cms";"https://fumetas.cl/encendedor-clipper-space-area-3";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/76563322/Area3.jpg?1778621075"
132;0.57;23;88847;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Banana";1990;"Filtros y boquillas";"honeypuff";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";32.66;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Banana";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75773201/ARTP1312_20_2825_29.jpg?1778214601";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
132;0.4128;8;88455;"Papelillos Honeypuff King Size Slim - Organic Hemp";590;"Papelillos";"honeypuff";"";"";growbarato;71057;"Deshumidificador Cornwall Electronics 12L/Día";239400;"Otros parafernalia";"";"";"";405.76;0;0;0;0;1;"https://www.friendlygrow.cl/papelillos-honeypuff-ultra-thin-black-king-size-slim?variant=Organic%20Hemp";"https://www.growbaratochile.cl/humedad-y-temperatura/deshumidificador-cornwall-electronics-12ldia.html";"https://cdnx.jumpseller.com/friendly-grow/image/75772607/ARTP1180_20_284_29.jpg?1778214159";"https://www.growbaratochile.cl/6311-large_default/deshumidificador-cornwall-electronics-12ldia.jpg"
133;0.8087;4;87457;"Moledor Lightning Colors Metal 55mm - Azul";6990;"Moledores";"galaxy";"";"";fumetas;37161;"Contenedor Fumetas Stash Premium 9oz - Dorado";17143;"Contenedores y estuches";"";"FUM-CSTASHGD";"";2.45;0;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Azul";"https://fumetas.cl/contenedor-fumetas-stash-premium?variant=Dorado";"https://cdnx.jumpseller.com/friendly-grow/image/78767277/3.jpeg?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/58283269/Contenedor-Stash-Premium-Gold-3.jpg?1738773137"
133;0.7816;4;87460;"Moledor Lightning Colors Metal 55mm - Morado";6990;"Moledores";"galaxy";"";"";fumetas;37161;"Contenedor Fumetas Stash Premium 9oz - Dorado";17143;"Contenedores y estuches";"";"FUM-CSTASHGD";"";2.45;0;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Morado";"https://fumetas.cl/contenedor-fumetas-stash-premium?variant=Dorado";"https://cdnx.jumpseller.com/friendly-grow/image/78770402/Gemini_Generated_Image_u1swcvu1swcvu1sw.png?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/58283269/Contenedor-Stash-Premium-Gold-3.jpg?1738773137"
133;0.7191;3;87457;"Moledor Lightning Colors Metal 55mm - Azul";6990;"Moledores";"galaxy";"";"";fumetas;59845;"Calvo Lite Moledor Aluminio 50mm - Negro";10990;"Moledores";"calvo";"CG-MCL50-BK";"";1.57;1;0;0;0;1;"https://www.friendlygrow.cl/moledor-lightning-colors-metal-55mm?variant=Azul";"https://fumetas.cl/moledor-calvo-lite-aluminio-50mm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/78767277/3.jpeg?1783986782";"https://cdnx.jumpseller.com/fumetas-store/image/78686295/Moledor-Calvo-Lite-50mm-Negro1.jpg?1784052297"
133;0.7094;1;87635;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 4";6290;"Pipas";"cookies";"";"";fumetas;34556;"Calvo Glass Bong Straight Tube Lite 26cm - Naranjo";26990;"Bongs";"calvo";"CG-23272OR";"";4.29;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%204";"https://fumetas.cl/calvo-glass-bong-straight-tube-lite-26cm?variant=Naranjo";"https://cdnx.jumpseller.com/friendly-grow/image/75851217/YD312-C_20_2817_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/72091272/STRAIGHT-TUBE-LITE-ORANGE.jpg?1781110650"
133;0.636;2;87977;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Azul";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";astrogrowshop;32123;"Contenedor de Pyrex para Extractos 3 cm - Negro";3990;"Contenedores y estuches";"";"BTCPCIN";"";15.04;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Azul";"https://astrogrowshop.cl/contenedor-de-pyrex-para-extractos-3-cm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/70293126/airis_20350mAh_20V2.0_20Battery_20_285_29.jpg?1781578046";"https://cdnx.jumpseller.com/astrogrowshop/image/74244978/CONTENEDOR-PARA-EXTRACTOS-PYREX-NEGRO.webp?1772801271"
133;0.636;1;87977;"10 X Vaporizador Airis Vertex 2.0 Para Cartridges. - Azul";59990;"Otros parafernalia";"airistech";"MLC2677935526";"";astrogrowshop;742;"Contenedor de Pyrex para Extractos 3 cm";2990;"Contenedores y estuches";"";"BTCPCIT";"";20.06;0;0;0;0;1;"https://www.friendlygrow.cl/promo-10-x-vaporizador-airis-vertex-20-para-cartridges?variant=Azul";"https://astrogrowshop.cl/contenedor-de-pyrex-para-extractos-3-cm";"https://cdnx.jumpseller.com/friendly-grow/image/70293126/airis_20350mAh_20V2.0_20Battery_20_285_29.jpg?1781578046";"https://cdnx.jumpseller.com/astrogrowshop/image/74244978/CONTENEDOR-PARA-EXTRACTOS-PYREX-NEGRO.webp?1772801271"
133;0.5715;8;87478;"Moledor Unico Conejo XL 17cm - 4 Pisos - Amarillo";7500;"Moledores";"";"";"";fumetas;34549;"Calvo Glass Bong Straight Tube American 26cm - Amarillo";34990;"Bongs";"calvo";"CG-24620Y";"";4.67;0;0;0;0.12;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Amarillo";"https://fumetas.cl/calvo-glass-bong-straight-tube-american-26cm?variant=Amarillo";"https://cdnx.jumpseller.com/friendly-grow/image/75850222/PHBGZ-043_20_284_29.jpg?1778215290";"https://cdnx.jumpseller.com/fumetas-store/image/72093618/STRAIGHT-TUBE-AMERICAN-YELLOW.jpg?1768942345"
133;0.423;8;88454;"Papelillos Honeypuff King Size Slim - Unbleached Brown";590;"Papelillos";"honeypuff";"";"";growbarato;71057;"Deshumidificador Cornwall Electronics 12L/Día";239400;"Otros parafernalia";"";"";"";405.76;0;0;0;0;1;"https://www.friendlygrow.cl/papelillos-honeypuff-ultra-thin-black-king-size-slim?variant=Unbleached%20Brown";"https://www.growbaratochile.cl/humedad-y-temperatura/deshumidificador-cornwall-electronics-12ldia.html";"https://cdnx.jumpseller.com/friendly-grow/image/75772597/ARTP1180_20_2823_29.jpg?1778214159";"https://www.growbaratochile.cl/6311-large_default/deshumidificador-cornwall-electronics-12ldia.jpg"
134;0.8309;4;87525;"Moledor aluminio 3 pisos 51mm Colores - Negro";6990;"Moledores";"";"";"";fumetas;37161;"Contenedor Fumetas Stash Premium 9oz - Dorado";17143;"Contenedores y estuches";"";"FUM-CSTASHGD";"";2.45;0;0;0;0.08;1;"https://www.friendlygrow.cl/grinder-metalico-4-piezas-aluminio-filtro-polen?variant=Negro";"https://fumetas.cl/contenedor-fumetas-stash-premium?variant=Dorado";"https://cdnx.jumpseller.com/friendly-grow/image/78769649/ChatGPT_20Image_2013_20jul_202026_2C_2018_58_23.png?1783983552";"https://cdnx.jumpseller.com/fumetas-store/image/58283269/Contenedor-Stash-Premium-Gold-3.jpg?1738773137"
134;0.6451;16;87474;"Moledor Unico Conejo XL 17cm - 4 Pisos - Verde";7500;"Moledores";"";"";"";fumetas;34441;"Calvo Glass Pipa Screen 10 cm - Naranjo";14990;"Pipas";"calvo";"CG-ESH23259O";"";2;0;0;0;0.08;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Verde";"https://fumetas.cl/calvo-glass-pipa-con-rejilla-integrada-10-cm?variant=Naranjo";"https://cdnx.jumpseller.com/friendly-grow/image/75850225/PHBGZ-043_20_288_29.jpg?1778215290";"https://cdnx.jumpseller.com/fumetas-store/image/72083983/SCREEN-PIPE-CALVO-GLASS-NARANJO-1.jpg?1769628634"
134;0.6278;16;87478;"Moledor Unico Conejo XL 17cm - 4 Pisos - Amarillo";7500;"Moledores";"";"";"";fumetas;34441;"Calvo Glass Pipa Screen 10 cm - Naranjo";14990;"Pipas";"calvo";"CG-ESH23259O";"";2;0;0;0;0.08;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Amarillo";"https://fumetas.cl/calvo-glass-pipa-con-rejilla-integrada-10-cm?variant=Naranjo";"https://cdnx.jumpseller.com/friendly-grow/image/75850222/PHBGZ-043_20_284_29.jpg?1778215290";"https://cdnx.jumpseller.com/fumetas-store/image/72083983/SCREEN-PIPE-CALVO-GLASS-NARANJO-1.jpg?1769628634"
134;0.591;21;88847;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Banana";1990;"Filtros y boquillas";"honeypuff";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";31.15;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Banana";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/75773201/ARTP1312_20_2825_29.jpg?1778214601";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
134;0.591;18;88847;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Banana";1990;"Filtros y boquillas";"honeypuff";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";31.15;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Banana";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75773201/ARTP1312_20_2825_29.jpg?1778214601";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
134;0.5211;1;87666;"Papelillos Honeypuff Tamaño 1 1/4 ( Pink, Thin, Organico, Brown ) - Or";490;"Papelillos";"honeypuff";"";"";fumetas;1529;"Calvo Glass Pipa Twist Spoon 11cm";11992;"Pipas";"calvo";"CG-HP2102BK";"";24.47;0;0;0;0;1;"https://www.friendlygrow.cl/papelillos-honeypuff-ultra-thin-black-tamano-1-14?variant=Organic%20Hemp";"https://fumetas.cl/calvo-glass-pipa-twist-spoon-11cm";"https://cdnx.jumpseller.com/friendly-grow/image/75777638/ARTP1181_20_2812_29.jpg?1778214181";"https://cdnx.jumpseller.com/fumetas-store/image/72083168/TWIST-SPOON-PIPE-CALVO-GLASS.jpg?1769006708"
134;0.5052;2;88845;"Cono Pre-rolado Honeypuff Rose Petal con Boquilla ( Pack x 2) - Sandia";1990;"Filtros y boquillas";"honeypuff";"";"";fumetas;33636;"Pulsar Moledor Contenedor de Aluminio 50 mm - Negro";33990;"Moledores";"pulsar";"PLSR-MCA50MM";"810008096376";17.08;0;0;0;0;1;"https://www.friendlygrow.cl/cono-pre-rolado-honeypuff-rose-petal?variant=Sandia";"https://fumetas.cl/pulsar-moledor-y-contenedor-de-aluminio-50-mm?variant=Negro";"https://cdnx.jumpseller.com/friendly-grow/image/75773212/ARTP1312_20_2821_29.jpg?1778214601";"https://cdnx.jumpseller.com/fumetas-store/image/61498624/Pulsar-Moledor-4-pisos-con-contenedor-Negro.webp?1745942589"
135;0.6714;3;87568;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;13339;"Encendedor Clipper Cowboy Life 2";990;"Encendedores y sopletes";"clipper";"CLIPP-CWB2";"8412766171634";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=12cms";"https://fumetas.cl/encendedor-clipper-cowboy-life-2";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/66103906/Cowboy-Life-2-Clipper.jpg?1754109049"
135;0.6714;3;87569;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;13339;"Encendedor Clipper Cowboy Life 2";990;"Encendedores y sopletes";"clipper";"CLIPP-CWB2";"8412766171634";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=13.5cms";"https://fumetas.cl/encendedor-clipper-cowboy-life-2";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/66103906/Cowboy-Life-2-Clipper.jpg?1754109049"
135;0.6714;3;87567;"Downstem de Pyrex Difusor 10cm / 12cm / 13.5cm – Repuesto para Bong 14";3900;"Repuestos para bongs y vaporizadores";"";"";"";fumetas;13339;"Encendedor Clipper Cowboy Life 2";990;"Encendedores y sopletes";"clipper";"CLIPP-CWB2";"8412766171634";3.94;0;0;0;0;1;"https://www.friendlygrow.cl/downstem-de-vidrio-difusor-10cm-12cm-135cm-repuesto-para-bong-14mm18mm?variant=10cms";"https://fumetas.cl/encendedor-clipper-cowboy-life-2";"https://cdnx.jumpseller.com/friendly-grow/image/74781877/SA53_20_282_29.jpg?1773756851";"https://cdnx.jumpseller.com/fumetas-store/image/66103906/Cowboy-Life-2-Clipper.jpg?1754109049"
135;0.6455;23;87479;"Moledor Unico Conejo XL 17cm - 4 Pisos - Cobre";7500;"Moledores";"";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";8.67;0;0;0;0.08;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Cobre";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75850221/PHBGZ-043_20_285_29.jpg?1778215290";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
135;0.6311;21;87474;"Moledor Unico Conejo XL 17cm - 4 Pisos - Verde";7500;"Moledores";"";"";"";astrogrowshop;12614;"K30 -Bonglab";61990;"Otros parafernalia";"bonglab";"BGBLK30BLACK";"";8.27;0;0;0;0;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Verde";"https://astrogrowshop.cl/k30-bonglab";"https://cdnx.jumpseller.com/friendly-grow/image/75850225/PHBGZ-043_20_288_29.jpg?1778215290";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
135;0.6311;18;87474;"Moledor Unico Conejo XL 17cm - 4 Pisos - Verde";7500;"Moledores";"";"";"";astrogrowshop;32774;"K30 -Bonglab - Morado";61990;"Otros parafernalia";"bonglab";"BGBLK30PURPLE";"";8.27;0;0;0;0.08;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Verde";"https://astrogrowshop.cl/k30-bonglab?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75850225/PHBGZ-043_20_288_29.jpg?1778215290";"https://cdnx.jumpseller.com/astrogrowshop/image/74869333/imagen_1_26365.webp?1778783777"
135;0.5901;23;87478;"Moledor Unico Conejo XL 17cm - 4 Pisos - Amarillo";7500;"Moledores";"";"";"";fumetas;34951;"Bonglab Bong Fresh K30 42cm - Morado";64990;"Bongs";"bonglab";"BLAB-K30P";"";8.67;0;0;0;0.08;1;"https://www.friendlygrow.cl/grinder-chrome-rabbit-xl?variant=Amarillo";"https://fumetas.cl/bonglab-bong-k30-black-42cm?variant=Morado";"https://cdnx.jumpseller.com/friendly-grow/image/75850222/PHBGZ-043_20_284_29.jpg?1778215290";"https://cdnx.jumpseller.com/fumetas-store/image/25758149/Bong-K30-Purple.jpg?1729048665"
136;0.7462;8;87638;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 7";6290;"Pipas";"cookies";"";"";fumetas;34549;"Calvo Glass Bong Straight Tube American 26cm - Amarillo";34990;"Bongs";"calvo";"CG-24620Y";"";5.56;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%207";"https://fumetas.cl/calvo-glass-bong-straight-tube-american-26cm?variant=Amarillo";"https://cdnx.jumpseller.com/friendly-grow/image/75851220/YD312-C_20_2820_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/72093618/STRAIGHT-TUBE-AMERICAN-YELLOW.jpg?1768942345"
136;0.7352;1;87637;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 6";6290;"Pipas";"cookies";"";"";fumetas;37309;"Vaporizador Series X1 Omura - Verde Medianoche";193990;"Vaporizadores herbales";"";"OMRA-VSXMG";"";30.84;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%206";"https://fumetas.cl/vaporizador-series-x-omura?variant=Verde%20Medianoche";"https://cdnx.jumpseller.com/friendly-grow/image/75851219/YD312-C_20_2818_29.jpg?1776370701";"https://cdnx.jumpseller.com/fumetas-store/image/48758711/Omura-X1-Midnight-Green-Vaporizador-Herbal.jpg?1715631424"
136;0.7118;11;87629;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Pink";6290;"Pipas";"cookies";"";"";astrogrowshop;32775;"K30 -Bonglab - Verde azulado";61990;"Otros parafernalia";"bonglab";"BGBLK30TEAL";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Pink";"https://astrogrowshop.cl/k30-bonglab?variant=Verde%20azulado";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869336/imagen_1_26366.webp?1778783777"
136;0.7118;11;87639;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Diseño 8";6290;"Pipas";"cookies";"";"";astrogrowshop;32775;"K30 -Bonglab - Verde azulado";61990;"Otros parafernalia";"bonglab";"BGBLK30TEAL";"";9.86;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Dise%C3%B1o%208";"https://astrogrowshop.cl/k30-bonglab?variant=Verde%20azulado";"https://cdnx.jumpseller.com/friendly-grow/image/75851210/YD312-C_20_286_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74869336/imagen_1_26366.webp?1778783777"
136;0.711;1;87631;"Pipa de Pyrex Cookies Spoon - Premium Borosilicate Glass - Brown";6290;"Pipas";"cookies";"";"";astrogrowshop;31041;"Moledor Aluminio 4 Partes 50MM Bt - Dorado";9990;"Moledores";"";"ASTROMAPBG013";"";1.59;0;0;0;0;1;"https://www.friendlygrow.cl/pipa-de-vidrio-cookies-spoon-premium-borosilicate-glass?variant=Brown";"https://astrogrowshop.cl/moledor-aluminio-4-partes-50mm-bt?variant=Dorado";"https://cdnx.jumpseller.com/friendly-grow/image/75851212/YD312-C_20_287_29.jpg?1776370701";"https://cdnx.jumpseller.com/astrogrowshop/image/74868947/imagen_1_28235.webp?1773937618"
137;0.8268;1;87676;"Bong de Pyrex Beaker Clásico – Bong de Pyrex con Downstem 20cms";34900;"Bongs";"";"";"";kushbreak;69196;"Azteca bong";44990;"Bongs";"";"";"";1.29;1;0;0;0.2;1;"https://www.friendlygrow.cl/bong-de-vidrio-beaker-clasico-bong-de-pyrex";"https://www.kushbreak.cl/azteca-bong-natural-glass-vidrio";"https://cdnx.jumpseller.com/friendly-grow/image/74781911/SP50-2.jpg?1773756948";"https://cdnx.jumpseller.com/kushbreak-growshop/image/17259716/Azteca_bong_vidrio_pyrex_natural_glass_atrapa_hielo_cannabis_chile.png?1679515262"
137;0.8055;10;88833;"Vaporizador Extracciones E-rig Yocan Phaser Max - Negro";249990;"Accesorios de extraccion";"yocan";"";"";fumetas;19378;"Cepillo Con Compartimiento Secreto - OZeta Home";9990;"Otros parafernalia";"ozeta";"OZTA-HCEP";"";25.02;0;0;0;0;1;"https://www.friendlygrow.cl/yocan-phaser-max?variant=Negro";"https://fumetas.cl/cepillo-con-compartimiento-secreto-ozeta-home";"https://cdnx.jumpseller.com/friendly-grow/image/73165136/YXK-191C1_E9_BB_91.png?1774537189";"https://cdnx.jumpseller.com/fumetas-store/image/62975583/cepillo-depelo-ozeta-home-2.webp?1745813247"
